# x y f(x,y)
-64 -64 0.0043753
-64 -63 0.0044439
-64 -62 0.00451354
-64 -61 0.00458424
-64 -60 0.00465598
-64 -59 0.00472875
-64 -58 0.00480256
-64 -57 0.00487739
-64 -56 0.00495322
-64 -55 0.00503004
-64 -54 0.00510783
-64 -53 0.00518657
-64 -52 0.00526624
-64 -51 0.0053468
-64 -50 0.00542823
-64 -49 0.00551049
-64 -48 0.00559354
-64 -47 0.00567734
-64 -46 0.00576184
-64 -45 0.005847
-64 -44 0.00593276
-64 -43 0.00601906
-64 -42 0.00610583
-64 -41 0.00619302
-64 -40 0.00628053
-64 -39 0.0063683
-64 -38 0.00645624
-64 -37 0.00654426
-64 -36 0.00663228
-64 -35 0.00672018
-64 -34 0.00680787
-64 -33 0.00689523
-64 -32 0.00698216
-64 -31 0.00706853
-64 -30 0.00715421
-64 -29 0.00723909
-64 -28 0.00732303
-64 -27 0.00740588
-64 -26 0.00748752
-64 -25 0.00756779
-64 -24 0.00764656
-64 -23 0.00772366
-64 -22 0.00779896
-64 -21 0.00787229
-64 -20 0.00794351
-64 -19 0.00801246
-64 -18 0.00807899
-64 -17 0.00814295
-64 -16 0.00820419
-64 -15 0.00826257
-64 -14 0.00831793
-64 -13 0.00837015
-64 -12 0.00841908
-64 -11 0.00846461
-64 -10 0.00850662
-64 -9 0.00854498
-64 -8 0.0085796
-64 -7 0.00861038
-64 -6 0.00863724
-64 -5 0.00866009
-64 -4 0.00867888
-64 -3 0.00869355
-64 -2 0.00870406
-64 -1 0.00871038
-64 0 0.00871249
-64 1 0.00871038
-64 2 0.00870406
-64 3 0.00869355
-64 4 0.00867888
-64 5 0.00866009
-64 6 0.00863724
-64 7 0.00861038
-64 8 0.0085796
-64 9 0.00854498
-64 10 0.00850662
-64 11 0.00846461
-64 12 0.00841908
-64 13 0.00837015
-64 14 0.00831793
-64 15 0.00826257
-64 16 0.00820419
-64 17 0.00814295
-64 18 0.00807899
-64 19 0.00801246
-64 20 0.00794351
-64 21 0.00787229
-64 22 0.00779896
-64 23 0.00772366
-64 24 0.00764656
-64 25 0.00756779
-64 26 0.00748752
-64 27 0.00740588
-64 28 0.00732303
-64 29 0.00723909
-64 30 0.00715421
-64 31 0.00706853
-64 32 0.00698216
-64 33 0.00689523
-64 34 0.00680787
-64 35 0.00672018
-64 36 0.00663228
-64 37 0.00654426
-64 38 0.00645624
-64 39 0.0063683
-64 40 0.00628053
-64 41 0.00619302
-64 42 0.00610583
-64 43 0.00601906
-64 44 0.00593276
-64 45 0.005847
-64 46 0.00576184
-64 47 0.00567734
-64 48 0.00559354
-64 49 0.00551049
-64 50 0.00542823
-64 51 0.0053468
-64 52 0.00526624
-64 53 0.00518657
-64 54 0.00510783
-64 55 0.00503004
-64 56 0.00495322
-64 57 0.00487739
-64 58 0.00480256
-64 59 0.00472875
-64 60 0.00465598
-64 61 0.00458424
-64 62 0.00451354
-64 63 0.0044439

-63 -64 0.0044439
-63 -63 0.00451467
-63 -62 0.00458657
-63 -61 0.00465959
-63 -60 0.00473373
-63 -59 0.00480898
-63 -58 0.00488533
-63 -57 0.00496278
-63 -56 0.00504131
-63 -55 0.00512091
-63 -54 0.00520156
-63 -53 0.00528324
-63 -52 0.00536593
-63 -51 0.00544959
-63 -50 0.0055342
-63 -49 0.00561973
-63 -48 0.00570613
-63 -47 0.00579337
-63 -46 0.00588139
-63 -45 0.00597015
-63 -44 0.00605959
-63 -43 0.00614964
-63 -42 0.00624025
-63 -41 0.00633134
-63 -40 0.00642284
-63 -39 0.00651466
-63 -38 0.00660672
-63 -37 0.00669892
-63 -36 0.00679117
-63 -35 0.00688337
-63 -34 0.00697539
-63 -33 0.00706714
-63 -32 0.00715848
-63 -31 0.0072493
-63 -30 0.00733945
-63 -29 0.00742881
-63 -28 0.00751723
-63 -27 0.00760456
-63 -26 0.00769066
-63 -25 0.00777538
-63 -24 0.00785855
-63 -23 0.00794001
-63 -22 0.0080196
-63 -21 0.00809717
-63 -20 0.00817253
-63 -19 0.00824553
-63 -18 0.00831601
-63 -17 0.00838379
-63 -16 0.00844872
-63 -15 0.00851064
-63 -14 0.00856939
-63 -13 0.00862482
-63 -12 0.00867679
-63 -11 0.00872516
-63 -10 0.00876979
-63 -9 0.00881057
-63 -8 0.00884738
-63 -7 0.00888012
-63 -6 0.00890869
-63 -5 0.008933
-63 -4 0.008953
-63 -3 0.00896861
-63 -2 0.0089798
-63 -1 0.00898652
-63 0 0.00898876
-63 1 0.00898652
-63 2 0.0089798
-63 3 0.00896861
-63 4 0.008953
